entry_id,name,formula,mol_weight,atc_codes,dgroup_id,compound_id,therapeutic_category,efficacy,cas,pubchem,chebi
D00142,Methotrexate (JP18/USP/INN); Otrexup (TN); Xatmep (TN),C20H22N8O5,454.4393,L01BA01 L04AX03,DG00681,C01937,3999 4222,"Antineoplastic, Antimetabolite",59-05-2,7847210,44185
D00143,Pregnenolone (JAN/INN),C21H32O2,316.4776,,DG01792,C01953,,Prohormone,145-13-1,7847211,16581
D00144,Pyrazinamide (JP18/USP/INN); Pyrazinamide (TN),C5H5N3O,123.1127,J04AK01,,C01956,6223,Antibacterial (tuberculostatic),98-96-4,7847212,45285
D00145,Trimethoprim (JAN/USP/INN); Proloprim (TN); Trimpex (TN),C14H18N4O3,290.3177,J01EA01,DG00595,C01965,,"Antibacterial, Folic acid biosynthesis inhibitor",738-70-5,7847213,45924
D00146,Corticotropin (USP/INN); ACTH (TN); Acthar (TN),,,H01AA01,DG00492,C02017,,"Diagnostic (adrenocortical insufficiency), Melanocortin 2 receptor agonist",9002-60-2,7847214,3892
D00147,Hyoscyamine (USP),C17H23NO3,289.3694,A03BA03,DG00053,C02046,,"Antispasmodic, Muscarinic acetylcholine receptor antagonist",101-31-5,7847215,17486
D00148,Phytonadione (JP18/USP); Phytomenadione (INN); Mephyton (TN); Vitamin K1 (TN),C31H46O2,450.6957,B02BA01,,C02059,3160,"Antihypoprothrombinemia, Hemostatic, Supplement (vitamin K1)",84-80-0,7847216,18067
D00149,Parachlorophenol (JAN/USP); p-Chlorophenol,C6H5ClO,128.5563,,,C02124,,Antibacterial,106-48-9,7847217,28078
D00150,Angiotensin II (INN),,,C01CX09,,,,"Vasoconstrictor, Angiotensin II receptor agonist",11128-99-7,7847218,
D00151,Mefenamic acid (JP18/USP/INN); Ponstel (TN),C15H15NO2,241.2851,M01AG01,,C02168,1141,"Analgesic, Anti-inflammatory, Antipyretic, COX inhibitor",61-68-7,7847219,6717
D00152,Phloroglucinol (JAN); Dilospan S (TN),C6H6O3,126.11,A03AX12,DG00050,C02183,,"Antispasmodic, Cathechol-O-methyltransferase (COMT) inhibitor",108-73-6,7847220,16204
D00153,Testolactone (USP/INN); Teslac (TN),C19H24O3,300.3921,,,C02197,,Antineoplastic,968-93-4,7847221,9460
D00154,Santonin (JP18); Santonin (TN),C15H18O3,246.3016,,,C02206,,Anthelmintic,481-06-1,7847222,16363
D00155,Pentostatin (JAN/USAN/INN); Nipent (TN),C11H16N4O4,268.2691,L01XX08,,C02267,4291,"Antineoplastic, Potentiator",53910-25-1,7847223,
D00156,Glycyrrhetinic acid (JAN); Enoxolone (INN); Hidermart (TN),C30H46O4,470.6838,D03AX10,,C02283,2649,"Anti-inflammatory, Antipruritic",471-53-4,7847224,30853
D00157,Glycyrrhizin (JAN); Glycyrrhizic acid,C42H62O16,822.9321,A05BA08,DG03217,C02284,,"Anti-ulcerative, Expectorant",1405-86-3,7847225,29807
D00158,Tolmetin sodium (JAN/USP); Tolmetin sodium dihydrate; Tolectin (TN),C15H14NO3. 2H2O. Na,315.2969,M01AB03 M02AA21,DG00747,,,"Anti-inflammatory, COX inhibitor",64490-92-2,7847226,72014
D00159,Frentizole (USAN/INN),C15H13N3O2S,299.3476,,,,,Immunosuppressant,26130-02-9,7847227,
D00160,Aminocaproic acid (USP/INN); Epsilon-Aminocaproic acid (JAN); Amicar (TN),C6H13NO2,131.1729,B02AA01,,C02378,,"Antifibrinolytic, Anti-inflammatory, Plasmin inhibitor",60-32-2,7847228,16586
D00161,Mercaptopurine (USP); Mercaptopurine hydrate (JP18); Purinethol (TN); Purixan (TN),C5H4N4S. H2O,170.1923,L01BB02,DG00683,,4221,"Antineoplastic, Antimetabolite",6112-76-1,7847229,31822
D00162,Aminosalicylic acid (USP); Pamisyl (TN); Paser (TN),C7H7NO3,153.1354,J04AA01,DG00638,C02518,,Antibacterial (tuberculostatic),65-49-6,7847230,27565
D00163,Chenodiol (USAN); Chenodeoxycholic acid (JP18/INN); Chenix (TN),C24H40O4,392.572,A05AA01,,C02528,2362,Anticholelithogenic,474-25-9,7847231,16755
D00164,Retinol palmitate (JP18); Aquasol A (TN),C36H60O2,524.8604,A11CA01 D10AD02 R01AX02 S01XA02,DG00123,C02588,3111,"Supplement (vitamin A), Retinoic acid receptor (RAR) agonist",79-81-2,7847232,17616
D00165,Hydrocortisone acetate (JP18/USP); Cortifoam (TN); U-cort (TN),C23H32O6,404.4966,A01AC03 A07EA02 C05AA01 D07AA02 D07XA01 H02AB09 S01BA02 S01CB03 S02BA01,DG00012,C02821,,"Anti-inflammatory, Glucocorticoid receptor agonist",50-03-3,7847233,17609
D00166,Cyanocobalamin (JP18/USP/INN); Cyomin (TN); Nascobal (TN); Rubramin PC (TN),C63H88CoN14O14P,1355.3652,B03BA01,,C02823,1319 3136,"Anti-anemic, Hematopoietic, Supplement (vitamin B12)",68-19-9,7847234,17439
D00167,Dimercaprol (JP18/USP/INN); BAL (TN),C3H8OS2,124.225,V03AB09,,C02924,3923,Antidote,59-52-9,7847235,64198
D00168,Cytarabine (JP18/USP/INN); ARA-C; Depocyt (TN),C9H13N3O5,243.2166,L01BC01,DG00686,C02961,4224,"Antineoplastic, Antimetabolite, DNA polymerase inhibitor",147-94-4,7847236,28680
D00169,Meclofenamate sodium (USP); Meclofenamate sodium monohydrate; Meclomen (TN),C14H10Cl2NO2. Na. H2O,336.1457,M01AG04 M02AA18,DG00758,,,"Anti-inflammatory, COX inhibitor",,7847237,76232
D00170,Hymecromone (JP18/USAN/INN); Cantabiline (TN),C10H8O3,176.1687,A05AX02,,C03081,,Choleretic,90-33-5,7847238,17224
D00171,Inulin (JAN/USP),(C12H20O10)n,,,,C03323 G10497,7225,Diagnostic (renal function determination),9005-80-5,7847239,15443
D00172,Eptacog alfa (INN); Eptacog alfa (activated) (genetical recombination) (JAN); Coagulation Factor VIIa; Coagulation factor VIIa (recombinant)-jncw; Novo- seven (TN); Sevenfact (TN),C1982H3054N560O618S28,45512.6574,B02BD05 B02BD08,DG00172,C03378,6343,"Bleeding suppressant, Replenisher (coagulation factor)",102786-61-8,7847240,3777
D00173,Evodia fruit (JP18); Evodia fruit (TN),,,,,,5100,Analgesic,,7847241,16226
D00174,gamma-Amino-beta-hydroxybutyric acid (JAN),C4H9NO3,119.1192,,,C03678,,Brain metabolism enhancer,352-21-6,7847242,16080
D00175,L-Carbocisteine (JP18); Mucodyne (TN),C5H9NO4S,179.1943,R05CB03,DG01071,C03727,2233,"Mucolytic, Expectorant",638-23-3,7847243,16163
D00176,Protirelin (JP18/USAN/INN); Relefact TRH (TN),C16H22N6O4,362.3837,V04CJ02,DG01171,C03958,7223,"Diagnostic (pituitary function determination), Thyrotropin-releasing hormone receptor agonist",24305-27-9,7847244,35940
D00177,Methylmethionine sulfonium chloride (JAN); L-Methylmethionine sulfonium chloride; Cabagin U (TN),C6H14NO2S. Cl,199.6989,A02BX04,,C04078,2321,Anti-ulcerative,1115-84-0,7847245,6884
D00178,Octopamine hydrochloride (JAN),C8H11NO2. HCl,189.6394,C01CA18,DG00225,,,Antihypotensive,770-05-8,7847246,
D00179,Androstenediol (JAN); Tetrabol (TN),C19H30O2,290.4403,,,C04295,,Prohormone,521-17-5,7847247,2710
D00180,Alprostadil (JP18/USP/INN); Prostin VR pediatric (TN); Caverject (TN); Edex (TN); Muse (TN),C20H34O5,354.481,C01EA01 G04BE01,DG00239,C04741,2190,"Vasodilator, Prostaglandin E1 receptor agonist",745-65-3,7847248,15544
D00181,Argatroban (USP); Argatroban hydrate (JP18); Novastan (TN),C23H36N6O5S. H2O,526.6494,B01AE03,DG00163,,2190,"Anticoagulant, Thrombin inhibitor",141396-28-3,7847249,
D00182,Norethindrone (USP); Norethisterone (JP18); Camila (TN); Micronor (TN); Primolut-N (TN),C20H26O2,298.4192,G03AC01 G03DC02,DG00456,C05028,2479,"Contraceptive, Progesterone receptor agonist",68-22-4,7847250,7627
D00183,Nalidixic acid (JP18/USP/INN); NegGram (TN),C12H12N2O3,232.2353,J01MB02,DG00630,C05079,,"Antibacterial, Nucleic acid biosynthesis inhibitor",389-08-2,7847251,100147
D00184,Cyclosporine (USP); Ciclosporin (JP18); Gengraf (TN); Neoral (TN); Restasis (TN); Sandimmune (TN),C62H111N11O12,1202.6112,L04AD01 S01XA18,,C05086,1319 3999,"Immunosuppressant, Calcineurin inhibitor",59865-13-3,7847252,4031
D00185,Estriol (JP18/USP); Estriel (TN),C18H24O3,288.3814,G03CA04 G03CC06,DG00463,C05141,2475 2529,"Menstruation disorder agent, Estrogen receptor agonist",50-27-1,7847253,27974
D00186,Ciprofloxacin (JP18/USP/INN); Cipro (TN); Otiprio (TN),C17H18FN3O3,331.3415,J01MA02 S01AE03 S02AA15 S03AA07,DG00617,C05349,6241,"Antibacterial, Nucleic acid biosynthesis inhibitor",85721-33-1,7847254,100241
D00187,Ergocalciferol (JP18/USP); Vitamin D2; Calciferol (TN); Drisdol (TN),C28H44O,396.6484,A11CC01,,C05441,,"Antirachitic, Vitamin D receptor agonist",50-14-6,7847255,28934
D00188,Cholecalciferol (JP18/USP); Colecalciferol (INN); Vitamin D3; Delta-D (TN),C27H44O,384.6377,A11CC05,,C05443,,"Antirachitic, Vitamin D receptor agonist",67-97-0,7847256,28940
D00189,Pregnanediol (JAN); Diol (TN),C21H36O2,320.5093,,,C05484,,Sebum secretion suppressant,80-92-2,7847257,8387
D00190,Rutin hydrate (JAN); Rutin trihydrate,C27H30O16. 3H2O,664.5633,C05CA01,DG00302,,,Vascular protectant,,7847258,28527
D00191,Vitamin B12; Nascobal (TN),C62H88CoN13O14PR,,,,C05776,,Supplement (vitamin B12),,7847259,28911
D00192,Phenylethyl alcohol (USP),C8H10O,122.1644,,,C05853,,Antibacterial,60-12-8,7847260,49000
D00193,Dexpanthenol (USP/INN); Panthenol (JAN); Ilopan (TN),C9H19NO4,205.2515,A11HA30 D03AX03 S01XA12,,C05944,3133,"Supplement (pantothenic acid), Muscarinic acetylcholine receptor agonist",81-13-0,7847261,27373
D00194,d-Limonene (JAN); Limonene,C10H16,136.234,,,C06099,,Pharmaceutic aid (flavor),5989-27-5,7847262,15382
D00195,Codeine (USP); Codeine hydrate,C18H21NO3. H2O,317.3795,R05DA04,DG01076,,,"Analgesic (narcotic), Antitussive, Opioid receptor agonist",6059-47-8,7847263,
D00196,Physostigmine (USP); Eserine (TN),C15H21N3O2,275.3461,S01EB05 V03AB19,DG01132,C06535,,Acetylcholinesterase inhibitor (ophthalmic),57-47-6,7847264,27953
D00197,Reserpine (JP18/USP/INN); Apoplon (TN); Serpalan (TN),C33H40N2O9,608.6787,C02AA02,,C06539,,"Antihypertensive, Antipsychotic, Vesicular monoamine transporter inhibitor",50-55-5,7847265,28487
D00198,Rescinnamine (JAN/INN); Tsuruselpi S (TN),C35H42N2O9,634.716,C02AA01,,C06540,,Antihypertensive,24815-24-5,7847266,28572
D00199,Ajmaline (JP18); Ajimalin (TN),C20H26N2O2,326.4326,C01BA05,,C06542,,"Antiarrhythmic, Sodium channel blocker",4360-12-7,7847267,28462
D00200,Cianidanol (JAN/INN),C15H14O6. H2O,308.2833,,,,,Liver function improving agent,,7847268,
D00201,Tetracycline (JAN/USP/INN); Sumycin (TN),C22H24N2O8,444.4346,A01AB13 D06AA04 J01AA07 S01AA09 S02AA08 S03AA02,DG00005,C06570,,"Antibacterial, Amebicide, Antirickettsial, Protein biosynthesis inhibitor",60-54-8,7847269,27902
D00202,Nystatin (JP18/USP/INN); Mycostatin (TN),C47H75NO17,926.0949,A07AA02 D01AA01 G01AA01,,C06572,,"Antibiotic, Antifungal",1400-61-9,7847270,7660
D00203,Amphotericin B (JP18/USP/INN); Ambisome (TN); Amphotec (TN); Fungizone (TN),C47H73NO17,924.079,A01AB04 A07AA07 G01AA03 J02AA01,,C06573,6173,"Antibiotic, Antifungal, Cell membrane function inhibitor",1397-89-3,7847271,2682
D00204,Ampicillin (USP/INN); Anhydrous ampicillin (JP18); Omnipen (TN),C16H19N3O4S,349.4048,J01CA01 S01AA19,DG00517,C06574,,"Antibacterial, Cell wall biosynthesis inhibitor",69-53-4,7847272,28971
D00205,Oxytetracycline (JAN/USP/INN); Oxytetracycline dihydrate; Terramycin (TN),C22H24N2O9. 2H2O,496.4645,A01AB25 D06AA03 G01AA07 J01AA06 S01AA04,DG00397,,,"Antibacterial, Protein biosynthesis inhibitor",6153-64-6,7847273,
D00206,Imipenem (USP); Imipenem hydrate (JP18),C12H17N3O4S. H2O,317.3614,,DG01212,,,"Antibacterial, Cell wall biosynthesis inhibitor",74431-23-5,7847274,
D00208,Mitomycin (USP/INN); Mitomycin C (JP18); MMC; Jelmyto (TN); Mitomycin (TN); Muamycin (TN),C15H18N4O5,334.3272,L01DC03,,C06681,1317 4231,Antineoplastic,50-07-7,7847275,27504
D00209,Griseofulvin (JAN/USP/INN); Gris-peg (TN); Grisactin V (TN),C17H17ClO6,352.7663,D01AA08 D01BA01,,C06686,,"Antifungal, Mitosis inhibitor",126-07-8,7847276,27779
D00210,Norfloxacin (JP18/USP/INN); Noroxin (TN),C16H18FN3O3,319.3308,J01MA06 S01AE02,DG00620,C06687,1319 6241,"Antibacterial, Nucleic acid biosynthesis inhibitor",70458-96-7,7847277,100246
D00211,Rifampin (USP); Rifampicin (JP18/INN); Rifadin (TN); Rimactane (TN),C43H58N4O12,822.9402,J04AB02,DG00639,C06688,6164,"Antibacterial, RNA polymerase inhibitor",13292-46-1,7847278,28077
D00212,Vancomycin (USP); Vancocin (TN),C66H75Cl2N9O24,1449.2536,A07AA09 J01XA01 S01AA28,DG00086,C06689,,"Antibacterial, Cell wall biosynthesis inhibitor",1404-90-6,7847279,28001
D00213,Fusidate sodium (USAN); Sodium fusidate (JP18); Fucidin leo (TN),C31H47O6. Na,538.691,D06AX01 D09AA02 J01XC01 S01AA13,DG00398,,2634,"Antibacterial, Protein biosynthesis inhibitor",751-94-0,7847280,
D00214,Dactinomycin (USP); Actinomycin D (JP18); Cosmegen (TN),C62H86N12O16,1255.417,L01DA01,,C06770,4233,Antineoplastic,50-76-0,7847281,27666
D00215,Trolamine (NF); Mobisy (TN),C6H15NO3,149.1882,D03AX12,,C06771,,Pharmaceutic aid (alkalizing),102-71-6,7847282,28621
D00216,Acarbose (JAN/USAN/INN); Precose (TN),C25H43NO18,645.6048,A10BF01,,C06802,3969,"Antidiabetic, alpha-Glucosidase inhibitor",56180-94-0,7847283,2376
D00217,Acetaminophen (JP18/USP); Paracetamol (INN); Tylenol (TN),C8H9NO2,151.1626,N02BE01,,C06804,1141,"Analgesic, Antipyretic",103-90-2,7847284,46195
D00218,Acetazolamide (JP18/USP/INN); Diamox (TN),C4H6N4O3S2,222.2454,S01EC01,DG01134,C06805,2134,"Antiglaucoma, Carbonic anhydrase inhibitor",59-66-5,7847285,27690
D00219,Acetohexamide (JP18/USP/INN); Dymelor (TN),C15H20N2O4S,324.3953,A10BB31,,C06806,3961,"Antidiabetic, Hypoglycemic, Sulfonylurea receptor agonist",968-81-0,7847286,28052
D00220,Acetohydroxamic acid (USP/INN); Lithostat (TN),C2H5NO2,75.0666,G04BX03,,C06808,,"Antibacterial (adjunct), Urease inhibitor",546-88-3,7847287,27777
D00221,Acetylcysteine (JP18/USP/INN); Mucomyst (TN),C5H9NO3S,163.1949,R05CB01 S01XA08 V03AB23,DG01069,C06809,2233 2699 3929,"Antidote (acetaminophen), Mucolytic, Expectorant",616-91-1,7847288,28939
D00222,Acyclovir (USP); Aciclovir (JP18/INN); Sitavig (TN); Zovirax (TN),C8H11N5O3,225.2046,D06BB03 J05AB01 S01AD03,DG00406,C06810,1319 6250,"Antiviral, DNA polymerase inhibitor",59277-89-3,7847289,2453
D00223,Lincomycin (USAN/INN); LCM,C18H34N2O6S,406.5374,J01FF02,DG00607,C06812,,"Antibacterial, Protein biosynthesis inhibitor",154-21-2,7847290,6472
D00224,Allopurinol (JP18/USP/INN); Zyloprim (TN),C5H4N4O,136.1115,M04AA01,DG00779,,3943,"Gout suppressant, Uric acid biosynthesis inhibitor, Xanthine oxidase inhibitor",315-30-0,7847291,40279
D00225,Alprazolam (JP18/USP/INN); Xanax (TN),C17H13ClN4,308.7649,N05BA12,,C06817,1124,"Antianxiety, Minor tranquilizer, Sedative-hypnotic",28981-97-7,7847292,2611
D00226,Amifostine (USP); Amifostine hydrate; Ethyol (TN),C5H15N2O3PS. 3H2O,268.2688,V03AF05,DG01163,,,Radioprotector (topical),112901-68-5,7847293,
D00227,Aminophylline (USP/INN); Somophyllin (TN); Theophylline ethylenediamine (TN),(C7H8N4O2)2. C2H8N2,420.4264,R03DA05,DG01062,,,"Bronchodilator, Cardiotonic, Phosphodiesterase inhibitor",317-34-0,7847294,2659
D00228,Amoxapine (JP18/USP/INN); Asendin (TN),C17H16ClN3O,313.7814,N06AA17,,,1179,"Antidepressant, Serotonin-noradrenaline reuptake inhibitor (SNRI)",14028-44-5,7847295,2675
D00229,Amoxicillin (USP); Amoxicillin hydrate (JP18); Amoxicilline (INN); Amoxicillin trihydrate; Amoxil (TN); Dispermox (TN); Pasetocin (TN),C16H19N3O5S. 3H2O,419.45,J01CA04,DG00520,,6131,"Antibacterial, Cell wall biosynthesis inhibitor",61336-70-7,7847296,51254
D00230,Amoxicillin and potassium clavulanate; Amoxicillin and clavulanate potassium,C16H19N3O5S. C8H8NO5. K,602.6553,J01CR02 J01RA01,,,,Antibacterial,74469-00-4,7847297,2677
D00231,Inamrinone (USP); Amrinone (JAN/INN); Amcoral (TN),C10H9N3O,187.198,C01CE01,DG00228,,,"Cardiotonic, Phosphodiesterase 3 inhibitor",60719-84-8,7847298,2686
D00232,Anisotropine methylbromide (USAN); Octatropine methylbromide (INN); Methyloctatropine bromide (JAN); Valpin (TN); Valpin 50 (TN),C17H32NO2. Br,362.3455,,,C06830,,"Antispasmodic, Muscarinic acetylcholine receptor antagonist",80-50-2,7847299,2739
D00233,Anthralin (USP); Dithranol (INN); Anthraderm (TN),C14H10O3,226.2274,D05AC01,,C06831,,Antipsoriatic,1143-38-0 480-22-8,7847300,37510
D00234,Astemizole (JAN/USP/INN); Hismanal (TN),C28H31FN4O,458.5703,R06AX11,,C06832,,"Antiallergic, H1 receptor antagonist",68844-77-9,7847301,2896
D00235,Atenolol (JP18/USP/INN); Tenormin (TN),C14H22N2O3,266.3361,C07AB03,,,2123,"Antiarrhythmic, Antihypertensive, Vasodilator, beta1-Adrenergic receptor antagonist",29122-68-7,7847302,2904
D00236,Atovaquone (JAN/USP/INN); Mepron (TN),C22H19ClO3,366.8375,P01AX06,,C06835,6290,Antifungal (pneumocystic),95233-18-4,7847303,575568
D00237,Auranofin (JP18/USAN/INN); Ridaura (TN),C20H34AuO9PS,678.4839,M01CB03,,C06836,4420,Antirheumatic,34031-32-8,7847304,2922
D00238,Azathioprine (JP18/USP/INN); Azasan (TN); Imuran (TN); Jayempi (TN),C9H7N7O2S,277.2626,L04AX01,DG00743,C06837,3999,"Immunosuppressant, Nucleic acid biosynthesis inhibitor",446-86-6,7847305,2948
D00240,Aztreonam (JP18/USP/INN); Azactam (TN),C13H17N5O8S2,435.4328,J01DF01,DG00589,C06840,6122,"Antibacterial, Cell wall biosynthesis inhibitor",78110-38-0,7847306,161680
D00241,Baclofen (JP18/USP/INN); Kemstro (TN); Lioresal (TN),C10H12ClNO2,213.6608,M03BX01,,,1249,"Antispasmodic, Muscle relaxant, GABA-B receptor agonist",1134-47-0,7847307,2972
D00242,Benzonatate (USP/INN); Tessalon perles (TN),C30H53NO11,603.7419,R05DB01,,,,Antitussive,104-31-4,7847308,3032
D00243,Benzquinamide (USAN),C22H32N2O5,404.4999,,,,,Anti-emetic,63-12-7,7847309,27662
D00244,Betamethasone (JP18/USP/INN); Celestone (TN); Rinderon (TN),C22H29FO5,392.4611,A07EA04 C05AA05 D07AC01 D07XC01 H02AB01 R01AD06 R03BA04 S01BA06 S01CB04 S02BA07 S03BA03,DG00095,C06848,2454,"Anti-inflammatory, Antirheumatic, Glucocorticoid receptor agonist",378-44-9,7847310,3077
D00245,Bisacodyl (JP18/USP/INN); Dulcolax (TN),C22H19NO4,361.3906,A06AB02 A06AG02,DG00069,,2359,Laxative (suppository),603-50-9,7847311,3125
D00246,Budesonide (JP18/USP/INN); Entocort EC (TN); Pulmicort (TN); Rhinocort (TN); Uceris (TN),C25H34O6,430.5339,A07EA06 D07AC09 R01AD05 R03BA02,,,2290 2399,"Antiasthmatic, Anti-inflammatory, Glucocorticoid receptor agonist",51333-22-3,7847312,3207
D00247,Bumetanide (JP18/USP/INN); Bumex (TN),C17H20N2O5S,364.4161,C03CA02,,,,"Diuretic, Na-K-Cl cotransporter inhibitor",28395-03-1,7847313,3213
D00248,Busulfan (JP18/USP/INN); Myleran (TN),C6H14O6S2,246.3018,L01AB01,,C06862,4213,"Antineoplastic, Alkylating agent, Immunosuppressant",55-98-1,7847314,28901
D00249,Calcitonin salmon (JP18/USP/INN); Salmon calcitonin; Calcimar (TN); Fortical (TN); Miacalcin (TN),C145H240N44O48S2,3431.8531,H05BA01,,,,"Antiresorptive, Regulator (calcium)",47931-85-1,7847315,3306
D00250,Capsaicin (JAN/USP); Zostrix (TN),C18H27NO3,305.4119,M02AB01 N01BX04,,C06866,,"Analgesic (topical), Transient receptor potential (TRP) channel agonist",404-86-4,7847316,3374
D00251,Captopril (JP18/USP/INN); Apopril (TN); Capoten (TN),C9H15NO3S,217.2853,C09AA01,,C06867,2144,"Antihypertensive, Angiotensin-converting enzyme inhibitor",62571-86-2,7847317,3380
D00252,Carbamazepine (JP18/USP/INN); Equetro (TN); Tegretol (TN),C15H12N2O,236.2686,N03AF01,,C06868,1139 1179,"Analgesic, Antiepileptic",298-46-4,7847318,3387
D00253,Carbidopa hydrate and levodopa; Parcopa (TN); Sinemet (TN),,,N04BA02,,,1169,Antiparkinsonian,,7847319,
D00254,Carmustine (JAN/USP/INN); Bicnu (TN); Gliadel (TN),C5H9Cl2N3O2,214.0499,L01AD01,,C06873,4219,"Antineoplastic, Alkylating agent",154-93-8,7847320,3423
D00255,Carvedilol (JP18/USP/INN); Artist (TN); Coreg (TN),C24H26N2O4,406.4742,C07AG02,DG00321,C06875,2149,"Antihypertensive, alpha1/beta-Adrenergic receptor antagonist",72956-09-3,7847321,3441
D00256,Cefaclor (JP18); Cefaclor anhydrous; Alenfral (TN),C15H14ClN3O4S,367.8074,J01DC04,DG00560,C06877,6132,"Antibacterial, Cell wall biosynthesis inhibitor",53994-73-3,7847322,3478
D00257,Cefadroxil (JP18); Sumacef (TN),C16H17N3O5S,363.3883,J01DB05,DG00551,C06878,,"Antibacterial, Cell wall biosynthesis inhibitor",50370-12-2,7847323,3479
D00258,Cefixime (INN),C16H15N5O7S2,453.4496,J01DD08,DG00577,C06881,,"Antibacterial, Cell wall biosynthesis inhibitor",79350-37-1,7847324,472657
D00259,Ceforanide (USP/INN); Precef (TN),C20H21N7O6S2,519.554,J01DC11,,C06884,,"Antibacterial, Cell wall biosynthesis inhibitor",60925-61-3,7847325,3495
D00260,Cefotetan (JP18/USP/INN),C17H17N7O8S4,575.619,J01DC05,DG00561,C06886,,"Antibacterial, Cell wall biosynthesis inhibitor",69712-56-7,7847326,3499
D00261,Cefprozil (USP); Cefprozil monohydrate; Cefzil (TN),C18H19N3O5S. H2O,407.4408,J01DC10,DG00566,,,"Antibacterial, Cell wall biosynthesis inhibitor",121123-17-9,7847327,
D00262,Cefuroxime (USAN/INN); Cefuroxime (TN),C16H16N4O8S,424.3852,J01DC02 S01AA27,DG00558,C06894,,"Antibacterial, Cell wall biosynthesis inhibitor",55268-75-2,7847328,3515
D00263,Cefalexin (JP18); Cephalexin; Keflex (TN),C16H17N3O4S,347.3889,J01DB01,DG00548,C06895,6132,"Antibacterial, Cell wall biosynthesis inhibitor",15686-71-2,7847329,3534
D00264,Cephradine (USP); Cefradine (JAN/INN); Anspor (TN); Velosef (TN),C16H19N3O4S,349.4048,J01DB09,,C06897,,"Antibacterial, Cell wall biosynthesis inhibitor",38821-53-3,7847330,3547
D00265,Chloral hydrate (JP18/USP); Noctec (TN),C2H3Cl3O2,165.403,N05CC01,,C06899,1123,"Antianxiety, Sedative-hypnotic",302-17-0,7847331,28142
D00266,Chlorambucil (JAN/USP/INN); Leukeran (TN),C14H19Cl2NO2,304.2122,L01AA02,,C06900,,"Antineoplastic, Alkylating agent",305-03-3,7847332,28830
D00267,Chlordiazepoxide (JP18/USP/INN); Libritabs (TN),C16H14ClN3O,299.7549,N05BA02,DG00908,,1124,"Antianxiety, Minor tranquilizer, Sedative-hypnotic",58-25-3,7847333,3611
D00268,Chlormezanone (JAN/INN); Trancopal (TN),C11H12ClNO3S,273.7359,M03BB02,,,,Muscle relaxant,80-77-3,7847334,3619
D00269,Chlorotrianisene (INN); TACE (TN),C23H21ClO3,380.864,G03CA06,,,,Menstruation disorder agent,569-57-3,7847335,3641
D00270,Chlorpromazine (USP/INN); Thorazine (TN),C17H19ClN2S,318.8642,N05AA01,DG00867,C06906,,"Antipsychotic, Anti-emetic",50-53-3,7847336,3647
D00271,Chlorpropamide (JP18/USP/INN); Diabinese (TN),C10H13ClN2O3S,276.7398,A10BB02,,,3961,"Antidiabetic, Hypoglycemic, Sulfonylurea receptor agonist",94-20-2,7847337,3650
D00272,Chlorthalidone (USP); Chlortalidone (JAN/INN); Hygroton (TN); Thalitone (TN),C14H11ClN2O4S,338.7661,C03BA04,,,,"Antihypertensive, Diuretic, Na+-Cl- symport inhibitor",77-36-1,7847338,3654
